Transaction_ID,Product_Category,Location,Order_Size,Price,Coupon,Return_Last_Year,returned
TX5843,Sports,city,4,47.63,no,0,0
TX9233,Sports,rural,4,49.4,yes,0,0
TX4001,Beauty,rural,3,37.9,no,0,0
TX877,Beauty,rural,2,51.07,no,0,0
TX4506,Books,rural,4,54.56,no,0,0
TX1354,Home,rural,3,47.3,yes,0,0
TX7600,Beauty,rural,3,71.41,yes,0,0
TX5015,Home,rural,1,46.1,yes,0,0
TX4677,Beauty,rural,5,47.7,yes,0,0
TX7202,Beauty,city,3,38.47,no,0,0
TX2302,Sports,rural,6,63.34,yes,0,0
TX3377,Sports,city,6,49.32,yes,0,0
TX5008,Home,city,2,25.79,no,0,0
TX3486,Electronics,rural,6,37.59,yes,3,0
TX8636,Books,rural,3,64.53,no,0,0
TX5020,Home,rural,4,56.81,yes,0,0
TX5268,Sports,rural,4,54.34,yes,0,0
TX2856,Beauty,city,1,47.82,yes,0,0
TX9222,Electronics,rural,4,59.35,yes,1,0
TX2915,Books,rural,4,61.26,no,0,0
TX5763,Sports,city,2,61.39,yes,0,0
TX9087,Home,rural,6,70.19,no,0,0
TX2355,Sports,rural,6,51.32,no,3,0
TX2825,Home,rural,6,49.59,no,0,0
TX9796,Fashion,rural,6,42.92,yes,0,0
TX2075,Beauty,rural,5,55.6,no,0,0
TX4784,Electronics,rural,5,48.03,yes,0,0
TX9529,Beauty,rural,4,40.96,no,0,0
TX5609,Sports,city,5,54.8,no,0,0
TX3289,Home,rural,2,45.43,no,0,0
TX5458,Home,rural,6,49.69,yes,0,0
TX741,Sports,city,5,40.31,yes,0,0
TX3458,Sports,city,6,61.09,no,0,0
TX7414,Home,rural,3,42.33,yes,1,0
TX8020,Beauty,city,3,46.39,yes,0,0
TX4980,Sports,rural,6,35.72,yes,0,0
TX8499,Electronics,rural,4,29.25,yes,0,0
TX1687,Sports,city,6,51.78,yes,3,0
TX3512,Books,rural,3,59.77,yes,0,0
TX3272,Sports,rural,3,73.62,no,0,0
TX143,Beauty,rural,2,43.07,yes,4,0
TX9657,Electronics,rural,5,45.36,yes,0,0
TX5340,Electronics,rural,6,47.79,yes,0,0
TX4283,Beauty,rural,6,39.63,no,0,0
TX9067,Sports,city,6,50.85,no,0,0
TX3725,Beauty,city,6,39.64,yes,0,0
TX9171,Books,rural,6,58.62,no,0,0
TX9520,Sports,rural,5,68.31,no,0,0
TX9454,Beauty,rural,5,53.18,yes,0,0
TX1224,Books,rural,6,37.57,yes,0,0
TX2486,Beauty,city,4,42.3,yes,0,0
TX5985,Books,rural,2,46.4,no,0,0
TX7491,Beauty,rural,5,45.38,yes,2,0
TX2433,Electronics,rural,6,60.9,yes,0,0
TX8953,Beauty,city,4,27.09,no,0,0
TX8456,Sports,rural,6,53.87,no,0,0
TX9830,Sports,city,5,47.08,no,0,0
TX8131,Sports,city,6,64.18,yes,0,0
TX206,Sports,city,6,60.43,yes,0,0
TX6230,Sports,city,6,31.88,no,0,0
TX8800,Home,rural,6,47.28,yes,1,0
TX5461,Sports,rural,5,57.37,no,0,0
TX5977,Sports,rural,5,47.59,yes,0,0
TX5436,Sports,city,2,30.86,yes,0,0
TX1714,Home,rural,5,28.48,yes,1,0
TX4320,Home,rural,6,29.94,no,0,0
TX1012,Home,rural,6,63.41,yes,0,0
TX9251,Fashion,rural,6,35.55,yes,0,0
TX1888,Sports,rural,4,43.45,yes,7,0
TX8111,Beauty,rural,6,51.2,yes,0,0
TX4094,Books,rural,4,46.05,no,1,0
TX7733,Books,rural,5,48.52,yes,0,0
TX7555,Books,rural,3,55.85,yes,0,0
TX8055,Home,rural,6,32.37,yes,5,0
TX8563,Home,city,4,43.45,yes,0,0
TX3283,Sports,city,3,65.16,yes,1,0
TX1983,Home,rural,4,38.41,no,0,0
TX5238,Beauty,rural,6,56.28,no,0,0
TX4459,Books,rural,6,42.03,no,1,0
TX3452,Beauty,rural,3,46.4,no,0,0
TX4864,Books,rural,6,41.5,no,0,0
TX4865,Beauty,city,1,61.7,no,0,0
TX5470,Books,rural,6,38.57,yes,1,0
TX9292,Beauty,city,4,57.37,no,0,0
TX1725,Beauty,rural,3,43.62,yes,0,0
TX845,Home,rural,4,59.1,no,0,0
TX6393,Electronics,rural,5,42.74,no,0,0
TX1614,Beauty,rural,5,49.52,no,0,0
TX5810,Sports,rural,6,52.42,no,3,0
TX9058,Sports,rural,4,30.64,no,1,0
TX7589,Home,rural,2,55.69,yes,0,0
TX2103,Electronics,rural,6,47.78,yes,0,0
TX9873,Beauty,rural,6,44.52,yes,0,0
TX9659,Sports,rural,6,63.43,yes,0,0
TX1124,Beauty,rural,4,58.97,yes,0,0
TX9826,Electronics,rural,6,55.85,yes,0,0
TX9596,Sports,city,4,37.42,yes,4,0
TX7860,Books,rural,6,53.28,no,0,0
TX6489,Home,rural,5,62.62,no,0,0
TX2806,Sports,rural,6,59.29,yes,0,0
TX8668,Home,rural,5,47.63,no,4,0
TX3240,Beauty,rural,6,44.97,yes,3,0
TX9512,Books,rural,3,28.49,yes,3,0
TX9925,Sports,rural,1,64.45,yes,0,0
TX874,Home,rural,3,41.8,no,0,0
TX8817,Sports,city,4,53.77,yes,0,0
TX1949,Beauty,city,5,58.54,no,0,0
TX9864,Home,rural,6,66.77,no,1,0
TX9236,Beauty,rural,5,53.18,no,0,0
TX1249,Beauty,city,5,41.67,no,0,0
TX8102,Home,city,5,43.06,yes,0,0
TX8102,Beauty,city,5,56.18,yes,0,0
TX729,Beauty,rural,3,63.3,no,0,0
TX9830,Home,rural,5,47.2,no,1,0
TX5801,Beauty,city,5,52.43,no,0,0
TX2095,Sports,rural,4,54.25,yes,0,0
TX1253,Beauty,rural,2,43.55,yes,0,0
TX8120,Books,rural,3,47.91,yes,0,0
TX4877,Home,rural,1,56.07,yes,5,0
TX7503,Books,rural,4,51.36,no,0,0
TX9205,Home,city,6,27.59,yes,1,0
TX7791,Home,rural,5,41.69,no,2,0
TX2603,Books,rural,4,36.24,yes,3,0
TX2750,Electronics,rural,3,54.63,no,0,0
TX3948,Beauty,rural,4,60.76,no,1,0
TX9837,Home,rural,6,31.77,yes,0,0
TX4967,Home,rural,5,41.45,yes,0,0
TX7567,Sports,rural,3,42.45,no,3,0
TX370,Beauty,rural,6,62.71,no,2,0
TX2607,Sports,rural,1,50.83,yes,0,0
TX7117,Beauty,rural,3,43.88,no,0,0
TX9409,Beauty,city,6,51.68,yes,0,0
TX177,Sports,city,5,39.15,no,1,0
TX8516,Sports,city,3,68.56,yes,0,0
TX6635,Books,rural,5,29.06,yes,3,0
TX1301,Electronics,rural,6,32.98,no,0,0
TX9592,Electronics,rural,5,34.92,yes,0,0
TX5632,Sports,rural,4,67.67,yes,0,0
TX1193,Beauty,rural,6,59.35,no,4,0
TX8872,Beauty,rural,6,43.77,no,0,0
TX2731,Beauty,city,4,35.05,yes,5,0
TX8736,Home,rural,4,41.45,no,0,0
TX2348,Home,rural,5,37.5,yes,0,0
TX2681,Sports,city,6,58.03,no,0,0
TX6988,Home,rural,6,52.09,yes,2,0
TX5195,Sports,rural,5,66.17,yes,0,0
TX970,Beauty,city,5,58.75,yes,0,0
TX2716,Sports,city,6,27.39,yes,0,0
TX9880,Books,rural,2,45.41,yes,3,0
TX8359,Books,rural,4,55.88,no,0,0
TX5633,Beauty,rural,5,37.41,yes,0,0
TX4056,Books,rural,6,59.6,yes,1,0
TX5167,Sports,city,5,52.48,no,0,0
TX1301,Sports,city,6,45.61,yes,0,0
TX78,Sports,rural,4,62.24,no,0,0
TX4299,Sports,rural,3,56.52,no,3,0
TX7275,Beauty,city,4,36.84,yes,0,0
TX4535,Books,rural,1,53.09,no,0,0
TX3546,Beauty,rural,5,50.41,yes,3,0
TX164,Home,rural,6,48.17,no,0,0
TX6312,Beauty,city,6,49.97,yes,0,0
TX2022,Sports,rural,6,63.83,yes,0,0
TX6626,Sports,city,3,65.77,yes,0,0
TX6441,Beauty,city,4,50.5,no,0,0
TX7110,Home,rural,5,51.43,no,0,0
TX2186,Beauty,city,2,48.75,no,2,0
TX5509,Electronics,rural,3,31.07,no,0,0
TX9705,Sports,rural,2,42.38,yes,0,0
TX3679,Electronics,rural,2,40.95,yes,0,0
TX2111,Sports,city,4,70.91,yes,0,0
TX5159,Home,rural,6,34.3,no,0,0
TX4764,Beauty,rural,6,59.07,yes,1,0
TX3974,Sports,city,3,65.4,yes,0,0
TX8554,Books,rural,6,44.33,yes,0,0
TX8163,Sports,rural,5,50.38,yes,0,0
TX78,Electronics,rural,4,62.25,yes,0,0
TX8052,Books,rural,3,40.51,yes,0,0
TX8909,Books,rural,5,51.05,yes,3,0
TX1426,Electronics,rural,2,66.86,yes,0,0
TX1382,Books,rural,6,41.2,yes,0,0
TX3379,Sports,city,3,41.98,no,1,0
TX7942,Sports,city,2,23.56,no,0,0
TX4495,Home,rural,5,50.04,yes,0,0
TX5298,Beauty,city,6,53.87,yes,0,0
TX9739,Sports,rural,6,47.65,no,1,0
TX9279,Beauty,city,3,51.15,no,0,0
TX2050,Electronics,rural,5,44.56,no,0,0
TX5966,Electronics,rural,2,56.41,yes,1,0
TX6065,Home,rural,2,37.4,no,0,0
TX5297,Home,rural,6,60.27,no,0,0
TX8954,Sports,city,4,39.34,no,0,0
TX9979,Books,rural,6,49.28,no,0,0
TX2332,Sports,rural,5,48.01,no,0,0
TX9506,Beauty,rural,3,49.33,yes,1,0
TX4887,Sports,rural,5,57.05,no,0,0
TX9794,Home,rural,4,40.79,no,0,0
TX6557,Beauty,rural,5,33.96,yes,3,0
TX5494,Books,rural,5,57.45,no,0,0
TX4316,Beauty,city,4,46.26,yes,2,0
TX7824,Beauty,rural,4,55.36,yes,7,0
TX8870,Home,city,2,43.18,yes,0,0
TX5948,Home,rural,1,47.21,no,0,0
TX5199,Books,rural,1,64.08,no,0,1
TX2765,Beauty,rural,2,70.35,yes,1,0
TX9959,Books,rural,3,53.95,no,2,0
TX8939,Home,rural,4,52.11,no,3,0
TX3726,Books,rural,4,50.16,no,0,0
TX6895,Sports,city,6,47.78,yes,0,0
TX2198,Home,rural,3,43.72,no,1,0
TX7489,Sports,city,6,43.7,yes,3,0
TX1050,Sports,city,6,60.11,no,1,0
TX9936,Beauty,rural,5,45.41,no,10,0
TX1236,Sports,city,4,42.19,no,3,0
TX2746,Home,city,3,45.82,yes,0,0
TX2449,Fashion,rural,1,48.31,yes,0,0
TX4837,Home,rural,5,54.72,no,4,0
TX2613,Home,city,1,48.85,yes,0,0
TX99,Beauty,city,4,80.34,no,0,0
TX3176,Fashion,rural,6,43.34,yes,0,0
TX2516,Home,city,3,46.85,yes,0,0
TX7902,Electronics,rural,5,58.72,no,0,0
TX2053,Home,city,6,49.85,yes,0,0
TX429,Home,city,6,41.11,yes,1,0
TX3829,Beauty,city,2,50.8,no,3,0
TX6607,Books,city,2,28.91,yes,0,0
TX8264,Books,rural,6,61.05,no,2,0
TX2827,Beauty,city,3,39.16,no,4,0
TX1395,Home,rural,6,71.21,no,3,0
TX2865,Beauty,city,5,39.1,no,4,0
TX1532,Home,city,6,45.41,yes,0,0
TX8848,Electronics,rural,5,54.23,no,0,0
TX6868,Books,rural,2,39.3,no,4,0
TX7208,Home,city,6,47.37,yes,0,0
TX1895,Home,city,3,42.72,yes,1,0
TX8376,Home,rural,3,59.21,no,4,0
TX1395,Electronics,rural,6,56.75,no,0,0
TX5055,Sports,city,6,25.68,yes,6,0
TX826,Electronics,rural,5,61.71,no,0,0
TX5384,Books,rural,5,52.26,no,3,0
TX6004,Fashion,rural,3,24.06,no,0,0
TX4715,Home,city,1,50.55,yes,0,0
TX9593,Electronics,rural,3,58.37,no,0,0
TX5881,Electronics,rural,3,62.2,no,0,0
TX1079,Fashion,rural,2,37.87,yes,1,0
TX7198,Electronics,rural,3,64.78,no,0,0
TX146,Electronics,rural,4,57.26,no,0,0
TX9659,Books,rural,6,39.21,yes,6,0
TX3062,Electronics,rural,1,60.6,no,0,0
TX879,Home,city,5,53.25,yes,0,0
TX2052,Fashion,rural,4,48.32,yes,0,0
TX9146,Electronics,rural,6,57.5,no,0,0
TX1280,Electronics,rural,4,57.28,no,0,0
TX2355,Electronics,rural,6,49.82,no,1,0
TX9820,Home,city,3,48.32,yes,0,0
TX8559,Electronics,rural,2,56.79,no,0,0
TX2528,Home,city,1,50.68,yes,0,0
TX3309,Home,city,5,30.51,no,0,1
TX1201,Books,rural,5,45.07,no,3,0
TX2130,Home,city,4,46.09,yes,0,0
TX6338,Beauty,city,6,38.19,yes,6,1
TX5656,Fashion,rural,2,46.07,yes,0,0
TX6695,Electronics,rural,4,63.15,no,0,0
TX9629,Fashion,rural,4,47.87,yes,0,0
TX4283,Home,city,6,46.57,yes,0,0
TX3981,Home,rural,4,54.18,no,4,0
TX653,Sports,city,5,58.79,yes,3,0
TX2603,Electronics,rural,4,49.08,yes,3,0
TX6706,Fashion,rural,5,48.57,yes,0,0
TX7197,Books,rural,3,61.75,no,2,0
TX74,Electronics,rural,4,67.66,yes,1,0
TX9218,Beauty,city,4,57.04,no,2,0
TX3946,Electronics,rural,4,51.25,yes,3,0
TX7688,Home,city,6,42.52,yes,0,0
TX9520,Sports,city,5,55.25,no,1,0
TX5974,Home,city,4,45.6,yes,0,0
TX3997,Electronics,rural,2,58.18,no,0,0
TX6125,Electronics,rural,4,55.75,no,0,0
TX3089,Home,city,5,32.14,no,0,0
TX481,Home,city,5,40.04,yes,1,0
TX7981,Fashion,rural,3,49.19,yes,0,0
TX2148,Sports,city,6,46.61,yes,4,0
TX8973,Home,city,5,44.64,yes,0,1
TX9794,Electronics,rural,4,61.72,no,0,0
TX9901,Home,city,5,49.04,yes,0,0
TX9067,Home,city,6,49.77,yes,0,0
TX7567,Home,city,3,47.14,yes,0,0
TX7291,Beauty,city,6,62.25,yes,4,0
TX8072,Sports,city,3,55.98,yes,3,0
TX3353,Home,city,5,43.92,yes,0,0
TX8425,Fashion,rural,2,45.41,yes,0,0
TX6793,Electronics,rural,6,57.29,no,0,0
TX2637,Fashion,rural,5,47.26,yes,0,0
TX1216,Home,city,6,47.35,yes,0,0
TX3849,Electronics,rural,6,59.45,no,0,0
TX3977,Fashion,rural,2,49.54,yes,0,0
TX2179,Beauty,rural,4,49.24,no,10,0
TX9095,Fashion,rural,5,31.6,no,0,0
TX8950,Home,city,6,39.21,yes,1,0
TX4754,Beauty,city,4,59.78,no,2,0
TX2568,Sports,city,5,57.86,no,1,0
TX5288,Electronics,rural,6,54.8,no,0,1
TX6991,Beauty,city,6,72.99,no,0,0
TX7035,Fashion,rural,5,53.1,yes,0,0
TX9853,Beauty,city,2,32.88,yes,6,0
TX81,Sports,city,5,44.01,yes,4,0
TX7958,Electronics,rural,5,54.74,no,0,0
TX4799,Beauty,city,3,57.69,yes,4,0
TX9,Electronics,rural,6,54.49,no,0,0
TX1529,Home,city,3,46.05,yes,0,0
TX6833,Fashion,rural,6,53.37,yes,0,0
TX6270,Books,city,2,31.86,yes,0,0
TX1524,Electronics,rural,1,48.35,yes,3,0
TX6271,Home,city,5,47.39,yes,0,0
TX6885,Home,city,5,28.28,no,0,0
TX9445,Beauty,city,5,46.89,no,3,0
TX3001,Fashion,rural,5,45.75,yes,0,0
TX1633,Sports,city,5,65.06,no,0,0
TX7198,Home,city,3,46.16,yes,0,0
TX1280,Electronics,rural,4,58.26,no,0,0
TX7083,Fashion,rural,4,46.87,yes,0,0
TX8376,Fashion,rural,3,44.08,yes,0,0
TX39,Fashion,rural,6,46.64,yes,0,0
TX7286,Electronics,rural,5,56.69,yes,2,0
TX3031,Electronics,rural,6,58.97,no,0,0
TX7748,Beauty,rural,6,81.3,yes,9,0
TX746,Books,rural,5,35.55,no,4,0
TX8808,Beauty,city,2,56.31,no,2,0
TX6301,Books,rural,6,50.58,no,3,0
TX340,Fashion,rural,1,48.4,yes,0,0
TX1483,Home,city,1,32.11,no,0,0
TX7894,Sports,city,6,64.28,no,0,0
TX8694,Beauty,city,3,40.72,no,4,0
TX8354,Home,city,2,51.55,yes,0,0
TX9255,Fashion,rural,6,50.58,yes,0,0
TX9337,Electronics,rural,6,54.25,no,0,0
TX8756,Fashion,rural,2,50.9,yes,0,0
TX5900,Home,rural,6,60.64,yes,6,0
TX6393,Fashion,rural,5,26.74,no,0,1
TX1049,Home,city,5,32.39,no,0,0
TX4651,Fashion,rural,6,46.11,yes,0,0
TX4777,Sports,city,5,72.68,no,0,0
TX3407,Sports,city,6,56.73,yes,3,0
TX1871,Books,rural,5,50.82,no,3,0
TX6987,Home,city,4,47.95,yes,0,0
TX2348,Fashion,rural,5,47.67,yes,0,1
TX7826,Books,city,4,30.64,yes,0,0
TX1330,Sports,city,5,37.83,yes,5,0
TX8413,Sports,city,6,56.44,no,1,0
TX2243,Beauty,city,6,50.98,no,3,0
TX5694,Fashion,rural,5,49.65,yes,0,0
TX3458,Electronics,rural,6,51.93,no,1,0
TX4742,Fashion,rural,6,48.61,yes,0,0
TX2872,Home,rural,5,47.6,yes,7,0
TX4591,Books,rural,1,37.78,no,4,0
TX3475,Electronics,rural,4,59.23,no,0,0
TX8254,Home,rural,6,24.81,no,7,0
TX2768,Fashion,rural,3,49.75,yes,0,0
TX9571,Electronics,rural,6,55.18,no,0,0
TX7149,Electronics,rural,2,57.04,no,0,0
TX9043,Fashion,rural,4,28.5,no,0,0
TX2332,Sports,city,5,69.63,no,0,0
TX4614,Fashion,rural,2,45.57,yes,0,0
TX2994,Electronics,rural,3,40.99,no,2,0
TX9780,Beauty,city,2,49.64,no,3,0
TX644,Fashion,rural,6,47.88,yes,0,0
TX5876,Fashion,rural,6,48.74,yes,0,0
TX7503,Fashion,rural,4,49.21,yes,0,1
TX5582,Fashion,rural,6,47.67,yes,0,0
TX1399,Electronics,rural,4,59.6,no,0,1
TX6230,Home,city,6,52.42,yes,0,0
TX7961,Beauty,rural,6,44.85,no,10,0
TX7025,Home,city,5,50.01,yes,0,0
TX2818,Home,city,6,48.87,yes,0,0
TX1018,Electronics,rural,6,46.53,yes,3,0
TX9513,Electronics,rural,4,55.01,no,0,0
TX629,Electronics,rural,6,51.29,yes,3,1
TX2268,Electronics,rural,6,61.7,no,0,0
TX3164,Home,city,5,37.44,yes,1,0
TX306,Fashion,rural,1,45.8,yes,0,0
TX206,Books,rural,6,47.38,no,3,0
TX8433,Fashion,rural,6,49.13,yes,0,0
TX9127,Beauty,city,4,57.72,no,2,0
TX4167,Sports,city,6,68.48,no,0,0
TX6150,Electronics,rural,5,58.11,no,0,0
TX6910,Books,rural,4,50.01,no,3,0
TX3936,Home,city,3,48.21,yes,0,0
TX8297,Fashion,rural,6,51.18,yes,0,0
TX3469,Home,city,3,47.97,yes,0,0
TX9389,Sports,city,5,39.79,yes,5,0
TX2970,Electronics,rural,5,38.83,yes,4,0
TX7110,Electronics,rural,5,59.66,no,0,0
TX1730,Fashion,rural,4,45.32,yes,0,0
TX283,Home,rural,6,59.44,no,4,0
