CustomerId,Gender,Age,IsActiveMember,Purchased
15758685,Female,37,1,0
15694456,Male,62,1,1
15767339,Female,53,0,0
15683562,Male,35,1,0
15782210,Male,46,0,1
15668893,Male,39,1,0
15669169,Male,29,1,0
15643024,Male,35,1,1
15699389,Male,42,1,0
15708608,Female,22,1,0
15626144,Male,40,0,0
15573112,Male,29,0,0
15790678,Female,32,0,0
15727556,Female,26,1,0
15697307,Male,34,0,0
15652266,Male,42,1,0
15607098,Female,41,0,0
15655774,Male,27,0,0
15590241,Female,34,0,1
15785819,Male,38,1,0
15723654,Male,25,0,0
15774510,Female,31,1,0
15684173,Female,44,0,1
15650068,Male,58,1,0
15811490,Male,33,1,0
15803976,Female,31,0,0
15682541,Female,36,0,0
15695699,Male,35,0,0
15624188,Female,33,1,0
15812191,Male,33,0,0
15636673,Male,31,1,0
15594898,Male,43,1,1
15660211,Male,35,0,0
15773972,Male,50,0,1
15746726,Male,31,0,0
15712287,Female,80,1,0
15702919,Male,30,0,0
15674398,Male,38,0,0
15797960,Female,59,0,0
15631868,Male,36,1,0
15581539,Male,37,0,0
15662736,Male,49,0,1
15666252,Male,42,1,0
15677512,Female,22,0,0
15626114,Male,24,0,0
15810834,Female,57,1,0
15678910,Female,30,1,0
15694408,Male,40,0,1
15585215,Female,31,0,0
15682757,Male,30,0,0
15736601,Male,35,0,0
15601848,Male,35,0,0
15736008,Female,46,0,1
15669064,Male,35,1,0
15624528,Male,26,1,0
15598493,Male,50,1,0
15601274,Female,40,0,0
15702669,Male,44,1,0
15728669,Female,30,0,1
15742668,Female,37,0,0
15697441,Male,29,0,1
15740476,Female,32,1,0
15648064,Male,33,0,0
15636624,Female,39,0,1
15807923,Female,39,0,1
15745844,Female,40,1,1
15786170,Male,31,0,0
15681081,Female,47,1,0
15684484,Male,22,0,0
15785869,Female,25,0,0
15763859,Female,43,0,0
15658935,Female,34,0,0
15747358,Male,59,1,0
15735203,Female,32,1,0
15576256,Male,39,1,0
15659420,Male,32,1,0
15593365,Male,39,1,0
15777352,Female,32,0,0
15812007,Male,25,1,0
15625461,Female,45,1,0
15739438,Male,30,0,0
15611759,Female,57,1,0
15661629,Male,34,0,1
15633950,Male,41,1,0
15592386,Male,58,1,0
15803716,Male,28,1,0
15696674,Female,45,1,1
15706365,Female,50,1,0
15745088,Female,29,0,0
15676715,Male,68,1,0
15613085,Female,33,1,0
15633537,Female,42,0,0
15594720,Female,35,1,0
15684042,Male,34,1,0
15583303,Female,29,0,0
15611579,Male,42,1,0
15774696,Female,75,1,0
15694506,Male,31,1,0
15688074,Male,31,1,0
15759537,Male,35,1,0
15758449,Female,39,1,0
15583456,Male,45,1,1
15667871,Male,35,0,0
15677371,Female,30,0,0
15629677,Female,39,0,1
15713578,Female,50,1,0
15591509,Male,36,0,0
15568240,Female,30,1,0
15622993,Male,28,0,0
15689294,Male,44,0,0
15720910,Female,66,1,0
15721181,Male,46,0,0
15776433,Male,62,1,0
15748936,Female,45,1,0
15717225,Female,21,0,0
15685226,Female,29,1,0
15785611,Male,38,1,0
15573456,Male,46,0,1
15684548,Male,38,0,1
15620505,Female,24,1,0
15807432,Female,37,1,0
15584766,Male,33,1,0
15612187,Male,32,0,0
15762218,Female,39,1,0
15646372,Female,66,0,1
15690452,Male,52,0,0
15747795,Female,38,1,0
15781589,Male,52,1,0
15732674,Male,36,1,0
15642291,Male,23,1,0
15692761,Male,36,0,0
15578045,Female,49,0,1
15745354,Female,37,0,0
15701376,Male,37,1,0
15691625,Female,41,0,0
15566594,Male,23,0,0
15760431,Male,38,1,0
15686302,Female,31,1,0
15801559,Female,41,1,1
15810432,Male,35,0,0
15809616,Male,26,0,0
15720559,Female,61,0,1
15695632,Female,39,1,0
15659843,Female,46,0,0
15615624,Female,28,0,0
15810418,Female,60,0,1
15716186,Female,38,0,0
15674551,Male,40,0,1
15622834,Female,35,0,0
15566111,Male,39,0,0
15784597,Male,26,0,0
15652883,Male,39,0,0
15806964,Male,45,1,0
15576313,Female,40,0,0
15806467,Male,40,0,1
15597602,Male,57,1,1
15743040,Male,41,1,0
15705521,Female,33,0,0
15595039,Female,37,0,1
15799384,Male,33,0,0
15581197,Female,51,1,0
15693737,Female,30,0,0
15624623,Male,35,0,0
15783501,Female,38,0,0
15690134,Female,42,1,0
15782735,Female,35,0,0
15611088,Female,31,0,0
15672145,Female,34,1,0
15732628,Male,46,1,0
15787470,Male,47,0,1
15803406,Female,26,1,0
15730460,Male,37,0,0
15644572,Male,40,1,0
15694860,Female,38,0,1
15658169,Female,47,0,0
15794396,Female,38,0,0
15785798,Male,40,1,0
15710825,Male,31,0,0
15668444,Female,44,0,0
15726631,Female,39,1,0
15733797,Male,36,0,0
15747960,Male,33,1,0
15634632,Male,38,0,0
15707362,Male,43,1,1
15662976,Male,37,1,0
15732778,Male,29,1,0
15718443,Male,39,0,0
15670039,Female,25,0,0
15773792,Female,32,1,1
15613786,Male,26,1,0
15726032,Male,33,0,0
15663252,Female,32,1,0
15593782,Female,38,0,1
15633283,Male,35,0,0
15749167,Male,35,1,0
15759298,Male,27,1,0
15683625,Male,37,0,1
15635367,Male,26,0,0
15681705,Male,28,0,0
15603156,Female,33,0,0
15591986,Male,46,0,1
15798888,Female,31,1,0
15809722,Female,40,0,0
15677538,Male,38,1,0
15797736,Male,29,1,0
15695585,Male,34,1,0
15744398,Female,23,0,0
15750658,Male,37,0,0
15578186,Male,37,0,0
15676519,Male,61,0,1
15637954,Female,35,1,0
15758639,Male,37,0,0
15613772,Male,39,1,1
15731744,Male,30,1,0
15807709,Female,55,1,0
15714689,Male,29,1,0
15699005,Female,41,1,0
15624170,Female,38,1,0
15725679,Female,47,0,1
15585865,Female,38,0,1
15804256,Male,36,1,0
15662403,Female,32,0,0
15733616,Male,40,1,0
15591995,Male,26,1,0
15677020,Female,58,1,1
15727688,Male,32,1,0
15715941,Male,54,1,0
15714485,Male,60,0,1
15730059,Male,44,1,0
15715527,Female,41,0,0
15576623,Male,31,0,0
15805565,Male,30,0,0
15677307,Female,40,0,0
15773890,Male,22,1,0
15598883,Female,37,1,0
15568506,Female,31,1,0
15761043,Female,38,0,0
15782236,Male,34,0,0
15593601,Male,34,1,0
15682048,Female,51,1,1
15746902,Male,38,0,0
15752081,Female,56,1,1
15781307,Male,37,0,0
15775912,Male,48,1,1
15745417,Male,58,1,0
15671256,Female,35,0,1
15653547,Male,56,1,0
15595766,Male,37,1,0
15742358,Male,32,1,0
15763274,Male,48,0,0
15786063,Female,31,1,0
15600258,Male,43,1,0
15573318,Male,26,0,0
15653849,Female,48,0,1
15694272,Male,30,1,0
15736112,Female,57,1,0
15749851,Female,26,1,0
15663478,Male,32,1,0
15592300,Male,35,0,0
15567832,Female,40,0,0
15776780,Male,59,0,1
15592846,Male,35,0,0
15739803,Male,34,0,0
15794142,Female,62,1,1
15762729,Female,28,0,1
15667896,Male,37,1,0
15626578,Male,26,1,0
15776223,Female,42,1,0
15705953,Male,51,0,1
15802593,Female,49,1,1
15615457,Female,44,0,0
15708916,Male,38,0,0
15720187,Female,30,0,0
15595440,Male,49,1,0
15600651,Male,24,1,0
15750141,Female,36,0,0
15657284,Male,47,1,1
15763063,Female,25,0,0
15709324,Male,34,0,0
15711309,Male,33,0,0
15775318,Female,51,1,1
15705515,Male,40,0,0
15634844,Male,41,0,1
15717046,Male,53,1,0
15571816,Female,70,1,0
15670080,Female,29,1,0
15800440,Male,61,1,0
15665678,Male,36,1,0
15665956,Female,46,0,1
15788126,Female,38,1,0
15811773,Male,36,1,0
15651674,Female,54,0,1
15689614,Female,63,1,0
15795564,Male,31,1,0
15706647,Male,31,1,0
15728505,Male,44,1,0
15730076,Male,45,0,1
15622003,Male,35,0,0
15607312,Female,49,1,1
15644753,Male,40,1,0
15653620,Female,27,1,0
15761986,Female,32,0,0
15633922,Male,30,1,0
15734674,Female,41,0,0
15658032,Male,39,1,0
15692671,Male,36,0,0
15737741,Female,33,1,1
15576352,Female,57,1,0
15753719,Female,30,0,0
15803689,Female,51,0,1
15718057,Female,51,0,1
15722010,Male,53,0,1
15680998,Male,44,1,0
15614782,Male,36,0,0
15591047,Female,47,0,1
15788291,Female,38,1,1
15604044,Male,38,0,0
15679587,Female,34,1,0
15775153,Male,32,0,0
15603925,Female,26,1,0
15680970,Female,41,0,0
15697183,Male,43,0,0
15567446,Male,39,1,0
15637476,Female,57,0,1
15714939,Female,34,1,0
15683503,Female,43,1,1
15645569,Female,26,1,0
15782569,Female,72,1,0
15592387,Male,30,0,1
15609286,Male,37,1,0
15814035,Male,29,1,0
15661249,Male,53,1,0
15629117,Male,28,0,0
15607170,Male,35,1,0
15586585,Female,51,0,0
15686611,Male,30,0,0
15603203,Female,27,0,0
15619857,Female,64,1,0
15805062,Male,38,1,0
15660271,Male,26,1,0
15745295,Female,31,0,1
15719352,Male,39,0,0
15766575,Female,62,0,1
15594594,Male,42,1,0
15646161,Female,37,1,0
15682585,Male,35,0,0
15603134,Female,40,1,0
15636444,Female,53,1,0
15773456,Male,36,1,0
15745307,Female,48,1,0
15604119,Male,35,0,0
15626900,Male,29,1,0
15605447,Male,49,0,0
15589030,Male,47,1,0
15692463,Female,28,0,0
15712403,Female,61,0,1
15811762,Female,54,0,1
15718673,Female,33,0,0
15724282,Male,44,1,0
15738181,Male,31,0,1
15633648,Female,51,0,0
15603323,Female,33,0,0
15583725,Male,48,1,0
15588350,Female,43,1,0
15798398,Female,36,0,0
15784844,Male,48,0,1
15580684,Female,29,0,0
15809663,Female,27,1,0
15640078,Female,39,0,1
15698786,Female,39,0,1
15569807,Female,34,0,1
15730830,Female,30,1,0
15805112,Male,38,0,0
15633064,Female,36,0,0
15703119,Male,38,1,0
15730447,Female,49,1,0
15813850,Male,52,1,0
15711889,Male,42,0,0
15664610,Male,48,1,1
15751710,Male,31,1,0
15692926,Male,25,1,0
15813741,Male,25,1,0
15698474,Female,54,1,0
15568595,Male,64,1,0
15603065,Female,30,0,0
15592937,Female,41,1,0
15699637,Male,57,1,0
15667215,Male,31,1,0
15788659,Male,46,1,0
15763218,Female,41,1,0
15645772,Male,33,1,0
15725511,Female,31,1,0
15575024,Male,29,1,0
15640825,Male,46,1,0
15662397,Female,42,1,0
15576368,Female,48,0,0
15674991,Male,42,1,0
15721024,Male,26,0,0
15745621,Female,32,1,0
15642394,Male,35,1,0
15754605,Female,39,1,0
15607040,Female,38,0,0
15715142,Male,45,1,1
15810978,Female,70,1,0
15668886,Female,38,0,0
15780804,Male,55,1,0
15613880,Male,58,1,0
15775238,Female,41,1,0
15786905,Female,40,0,0
15747867,Male,24,0,0
15600337,Male,42,0,1
15801277,Female,31,1,0
15579334,Female,45,0,1
15802741,Female,51,0,1
15720649,Female,36,0,0
15589493,Male,27,0,0
15688251,Male,43,0,0
15665238,Male,36,0,0
15740900,Male,34,1,0
15681068,Female,45,1,0
15748625,Male,57,1,0
15727299,Male,62,1,1
15620204,Female,57,1,1
15669516,Male,36,1,0
15736534,Male,33,1,0
15803457,Female,32,0,0
15659098,Male,30,0,0
15603436,Female,49,1,0
15566292,Male,36,1,0
15808621,Male,36,1,0
15580148,Male,40,0,1
15776231,Male,35,1,0
15773809,Male,42,0,0
15649423,Female,35,1,0
15734886,Female,34,0,0
15722548,Male,48,0,0
15650288,Male,35,0,0
15629448,Male,38,0,0
15716164,Female,41,0,0
15807609,Female,25,0,1
15578977,Male,34,0,0
15677369,Female,37,0,0
15804072,Female,42,0,0
15696859,Male,45,0,0
15653780,Female,43,1,0
15721658,Female,56,1,1
15578761,Female,42,1,1
15736879,Male,23,0,0
15571973,Female,38,0,0
15626742,Male,36,1,0
15672692,Female,42,1,0
15673570,Male,37,1,0
15767432,Female,25,1,0
15654238,Female,40,0,0
15612525,Female,57,0,1
15812750,Male,24,1,0
15790757,Female,25,0,0
15723873,Male,31,0,0
15744607,Male,43,0,1
15612966,Female,60,1,1
15784209,Male,47,1,0
15794278,Male,67,1,0
15766741,Male,36,1,0
15661036,Male,46,0,0
15705639,Female,28,0,0
15637414,Female,24,1,0
15716835,Male,24,1,0
15696231,Male,29,1,0
15641675,Female,49,0,1
15670755,Male,60,1,0
15640059,Male,40,1,0
15787619,Male,18,0,0
15587535,Female,46,0,0
15813034,Male,38,1,0
15698839,Male,46,1,0
15790314,Male,41,1,0
15634245,Female,47,0,0
15677305,Female,35,1,0
15661526,Male,37,0,0
15685997,Female,39,0,0
15660101,Male,31,0,0
15637979,Female,36,0,0
15815364,Female,28,1,0
15647099,Female,37,0,0
15625944,Male,58,1,0
15583212,Female,43,0,0
15582741,Female,35,0,1
15637876,Female,36,0,1
15622750,Female,21,0,0
15672056,Male,43,1,1
15812351,Female,27,0,0
15810864,Female,82,1,0
15677921,Male,60,0,1
15724296,Male,41,0,0
15685329,Female,63,1,1
15584091,Female,36,0,1
15640442,Male,31,0,0
15639314,Male,32,1,0
15685320,Male,36,0,0
15789158,Male,49,0,1
15752137,Male,33,1,0
15712551,Female,58,0,1
15628936,Male,28,0,1
15797227,Male,28,1,0
15769974,Female,35,0,0
15737051,Male,27,0,0
15585595,Female,28,1,0
15654060,Male,41,1,0
15745196,Female,35,0,0
15571221,Male,58,1,1
15660155,Male,36,1,0
15605284,Male,26,1,0
15694366,Male,42,1,0
15600739,Female,35,0,0
15653253,Male,48,1,0
15763431,Male,36,1,0
15643696,Male,49,1,0
15707473,Female,48,0,0
15769504,Female,34,1,0
15776807,Male,29,0,0
15686870,Male,36,0,0
15668747,Female,46,1,0
15766908,Male,32,0,0
15570134,Female,35,1,0
15567367,Female,42,1,0
15747542,Male,52,1,0
15762238,Female,44,1,0
15681554,Female,31,1,0
15712825,Female,29,1,0
15640280,Male,39,1,0
15756026,Female,46,0,1
15613319,Female,33,0,0
15798906,Male,69,1,0
15708917,Male,53,1,0
15778463,Female,37,0,0
15699430,Female,35,0,0
15649992,Male,65,1,0
15578980,Female,33,1,0
15775306,Male,28,1,1
15641655,Female,26,0,0
15619708,Male,25,0,0
15734565,Male,29,0,0
15806438,Female,42,0,1
15591969,Male,27,1,0
15747807,Female,43,0,0
15596939,Male,36,0,0
15716155,Female,36,0,0
15765311,Male,34,0,0
15757811,Female,69,1,1
15603830,Male,36,0,0
15660602,Male,33,1,0
15660535,Female,47,1,0
15666633,Male,56,1,0
15596914,Female,31,1,0
15639788,Female,39,0,0
15695846,Female,34,1,0
15726234,Female,41,1,0
15797964,Female,29,1,0
15625881,Male,37,1,0
15780628,Female,30,0,0
15575883,Male,34,0,0
15585036,Female,37,1,0
15589488,Female,56,1,0
15585888,Female,48,1,1
15727915,Male,36,0,0
15707567,Male,50,0,1
15737792,Female,31,0,0
15599433,Male,35,1,0
15672012,Female,41,0,1
15806983,Male,44,0,0
15592222,Male,49,0,0
15608968,Male,21,0,0
15586959,Female,42,0,0
15646558,Male,51,1,0
15725811,Male,25,1,0
15572265,Male,46,0,0
15794048,Female,48,0,1
15677610,Female,41,1,0
15745012,Female,43,1,0
15601589,Female,57,1,0
15686436,Male,32,0,0
15693864,Female,49,0,1
15760550,Male,39,1,0
15686137,Male,32,1,0
15809087,Male,64,0,1
15807663,Male,43,0,1
15809100,Female,32,0,1
15794916,Male,41,1,0
15614215,Male,53,1,0
15805449,Male,38,0,0
15686983,Female,25,1,0
15808017,Male,38,1,0
15756804,Female,48,0,1
15646810,Male,44,0,1
15710424,Male,36,1,0
15799422,Female,40,1,0
15692750,Female,45,0,1
15794549,Female,35,1,0
15803764,Male,28,0,0
15674840,Female,38,1,0
15653762,Female,39,0,0
15581229,Female,32,1,0
15800228,Female,42,1,0
15656333,Female,33,0,0
15697497,Female,45,1,0
15585362,Female,60,0,1
15571928,Female,43,0,1
15785519,Male,36,0,0
15743007,Female,45,0,1
15777211,Male,65,1,0
15721935,Male,25,1,0
15591711,Male,38,0,0
15625021,Male,42,1,0
15702968,Male,74,1,0
15600462,Female,43,1,0
15768104,Male,37,0,0
15780140,Male,32,1,0
15585255,Male,42,0,0
15772781,Female,51,1,1
15669987,Female,35,0,1
15697000,Male,32,1,0
15733119,Male,35,0,0
15782390,Female,40,0,0
15654700,Female,40,0,1
15632210,Male,25,0,0
15642041,Male,40,0,1
15709737,Male,36,1,0
15792388,Female,48,1,0
15786014,Male,28,0,0
15794580,Male,58,0,1
15675964,Female,45,1,1
15814275,Male,33,1,0
15724848,Female,46,0,1
15754713,Male,31,1,0
15693814,Male,25,0,0
15599660,Male,36,1,0
15746490,Female,53,1,0
15566091,Female,32,0,0
15655961,Male,27,0,0
15710404,Male,35,1,0
15775625,Male,47,0,0
15792328,Male,39,1,1
15719856,Female,45,1,0
15593773,Male,35,0,0
15733114,Male,45,0,0
15797748,Male,44,1,0
15743411,Male,61,0,1
15753337,Male,51,0,1
15601026,Female,19,1,0
15658485,Female,34,1,0
15636731,Female,36,1,0
15628303,Male,35,1,0
15633461,Male,38,1,0
15677135,Male,61,1,0
15590876,Female,24,0,0
15790782,Male,39,0,0
15700476,Male,41,1,0
15634141,Female,42,0,0
15737795,Male,36,1,1
15790299,Male,37,1,0
15675316,Female,38,1,0
15613630,Male,52,1,1
15662100,Female,44,1,0
15668032,Female,37,1,0
15599289,Female,37,0,0
15754084,Male,35,1,0
15676521,Female,31,0,0
15804586,Female,46,0,1
15781465,Female,29,0,0
15729362,Male,36,0,0
15709295,Female,25,1,0
15745324,Female,39,0,1
15741336,Female,38,1,1
15783659,Male,67,1,0
15620981,Female,48,0,1
15630328,Female,48,1,0
15785899,Male,33,0,0
15606149,Female,66,1,0
15671139,Male,39,1,0
15660429,Female,42,1,1
15571002,Female,44,0,0
15631681,Female,43,1,0
15731522,Female,67,1,0
15619529,Male,27,0,0
15628034,Female,37,1,0
15686164,Female,31,1,0
15582797,Male,35,0,0
15753831,Male,32,1,0
15731815,Male,63,0,1
15580956,Female,43,1,1
15602084,Female,42,1,0
15589805,Female,34,1,0
15720893,Female,34,0,0
15641009,Male,37,0,0
15605926,Male,70,1,0
15805955,Female,48,1,0
15801488,Male,25,1,0
15605918,Male,43,0,0
15779711,Female,38,1,0
15705620,Male,34,0,0
15685357,Female,36,1,0
15570060,Female,43,0,1
15582616,Female,38,0,0
15799515,Female,48,0,0
15642937,Female,46,0,0
15624729,Male,27,0,0
15566156,Female,44,0,0
15792360,Male,32,1,0
15807008,Female,35,0,1
15704770,Male,25,1,0
15756475,Male,31,1,0
15655339,Male,36,0,0
15613749,Male,34,0,1
15664521,Male,31,1,0
15681206,Female,49,0,1
15745527,Male,37,0,0
15806926,Female,35,1,0
15724563,Female,42,1,0
15782899,Female,28,0,0
15623521,Male,43,0,0
15810218,Male,29,1,0
15645621,Male,44,1,0
15608114,Male,62,1,0
15659557,Female,28,1,0
15787772,Female,38,0,0
15691111,Female,42,0,0
15592089,Female,43,1,0
15633897,Male,39,1,0
15701301,Female,42,0,1
15723685,Female,26,0,0
15701602,Male,52,0,1
15739189,Female,33,0,0
15573086,Male,42,1,0
15569050,Male,45,0,1
15750765,Male,71,1,0
15799811,Male,40,0,1
15698442,Male,35,1,0
15655274,Female,29,1,0
15603594,Male,24,1,0
15585961,Female,43,1,0
15686936,Female,37,1,1
15770424,Male,40,0,0
15587451,Male,41,0,0
15602010,Female,45,0,1
15600583,Male,31,0,0
15654673,Male,49,0,1
15717164,Male,32,1,0
15765014,Female,48,1,0
15682639,Male,32,1,0
15729279,Female,25,0,0
15759805,Female,32,0,0
15767864,Male,33,0,0
15769948,Male,35,1,0
15686345,Male,34,1,0
15688071,Male,53,1,0
15681174,Male,39,0,0
15667521,Female,22,0,0
15750243,Male,40,1,0
15695475,Male,29,1,0
15689176,Male,46,1,0
15652955,Male,30,0,0
15668958,Male,30,0,0
15631054,Female,24,1,0
15581479,Male,30,1,0
15577478,Female,72,1,0
15780870,Male,67,1,0
15692317,Male,30,0,0
15593969,Female,39,0,1
15570417,Male,35,0,0
15779059,Female,38,1,0
15785980,Male,34,0,0
15644200,Female,42,0,1
15793949,Female,48,0,1
15645103,Male,25,0,0
15705860,Male,40,0,1
15623828,Male,30,1,0
15715003,Female,49,1,0
15623471,Male,38,0,0
15798348,Female,50,1,0
15743016,Female,22,0,0
15769499,Female,74,1,0
15798521,Male,33,0,0
15706534,Female,47,0,1
15706186,Male,33,0,0
15812197,Male,38,0,0
15650933,Female,48,0,0
15692991,Female,38,1,0
15631189,Male,38,0,1
15762198,Male,34,1,0
15699598,Female,20,1,0
15692744,Male,36,0,1
15688963,Female,52,1,1
15599131,Male,26,0,0
15680303,Male,57,0,1
15628674,Male,40,0,1
15648075,Female,47,0,1
15586970,Male,52,1,0
